Date,Open,High,Low,Close,Adj Close,Volume
24-12-2018,10780.90,10782.30,10649.25,10663.50,10663.50,223400
26-12-2018,10635.45,10747.50,10534.55,10729.85,10729.85,263700
27-12-2018,10817.90,10834.20,10764.45,10779.80,10779.80,456100
28-12-2018,10820.95,10893.60,10817.15,10859.90,10859.90,245500
31-12-2018,10913.20,10923.55,10853.20,10862.55,10862.55,180900
02-01-2019,10868.85,10895.35,10735.05,10792.50,10792.50,309700
03-01-2019,10796.80,10814.05,10661.25,10672.25,10672.25,286200
04-01-2019,10699.70,10741.05,10628.65,10727.35,10727.35,296600
07-01-2019,10804.85,10835.95,10750.15,10771.80,10771.80,269400
08-01-2019,10786.25,10818.45,10733.25,10802.15,10802.15,277700
09-01-2019,10862.40,10870.40,10749.40,10855.15,10855.15,333000
10-01-2019,10859.35,10859.35,10801.80,10821.60,10821.60,254400
11-01-2019,10834.75,10850.15,10739.40,10794.95,10794.95,260800
14-01-2019,10807.00,10808.00,10692.35,10737.60,10737.60,298800
15-01-2019,10777.55,10896.95,10777.55,10886.80,10886.80,310700
16-01-2019,10899.65,10928.15,10876.90,10890.30,10890.30,276500
17-01-2019,10920.85,10930.65,10844.65,10905.20,10905.20,271700
18-01-2019,10914.85,10928.20,10852.20,10906.95,10906.95,323800
21-01-2019,10919.35,10987.45,10885.75,10961.85,10961.85,288800
22-01-2019,10949.80,10949.80,10864.15,10922.75,10922.75,300800
23-01-2019,10931.05,10944.80,10811.95,10831.50,10831.50,298900
24-01-2019,10844.05,10866.60,10798.65,10849.80,10849.80,361100
25-01-2019,10859.75,10931.70,10756.45,10780.55,10780.55,463400
28-01-2019,10792.45,10804.45,10630.95,10661.55,10661.55,419700
29-01-2019,10653.70,10690.35,10583.65,10652.20,10652.20,356900
30-01-2019,10702.25,10710.20,10612.85,10651.80,10651.80,410100
31-01-2019,10690.55,10838.05,10678.55,10830.95,10830.95,604800
01-02-2019,10851.35,10983.45,10813.45,10893.65,10893.65,482300
04-02-2019,10876.75,10927.90,10814.15,10912.25,10912.25,318300
05-02-2019,10908.65,10956.70,10886.70,10934.35,10934.35,268100
06-02-2019,10965.10,11072.60,10962.70,11062.45,11062.45,298500
07-02-2019,11070.45,11118.10,11043.60,11069.40,11069.40,263500
08-02-2019,11023.50,11041.20,10925.45,10943.60,10943.60,352800
11-02-2019,10930.90,10930.90,10857.10,10888.80,10888.80,286000
12-02-2019,10879.70,10910.90,10823.80,10831.40,10831.40,292300
14-02-2019,10786.10,10792.70,10718.75,10746.05,10746.05,627000
15-02-2019,10780.25,10785.75,10620.40,10724.40,10724.40,521900
18-02-2019,10738.65,10759.90,10628.40,10640.95,10640.95,345400
19-02-2019,10636.70,10722.85,10585.65,10604.35,10604.35,291500
20-02-2019,10655.45,10752.70,10646.40,10735.45,10735.45,289200
21-02-2019,10744.10,10808.85,10721.50,10789.85,10789.85,279600
22-02-2019,10782.70,10801.55,10758.40,10791.65,10791.65,396800
25-02-2019,10813.25,10887.10,10788.05,10880.10,10880.10,385900
26-02-2019,10775.30,10888.75,10729.30,10835.30,10835.30,415000
27-02-2019,10881.20,10939.70,10751.20,10806.65,10806.65,381100
28-02-2019,10865.70,10865.70,10784.85,10792.50,10792.50,644200
01-03-2019,10842.65,10877.90,10823.10,10863.50,10863.50,308500
05-03-2019,10864.85,10994.90,10817.00,10987.45,10987.45,373200
06-03-2019,11024.85,11062.30,10998.85,11053.00,11053.00,372600
07-03-2019,11077.95,11089.05,11027.10,11058.20,11058.20,321200
08-03-2019,11038.85,11049.00,11008.95,11035.40,11035.40,326600
11-03-2019,11068.75,11180.90,11059.85,11168.05,11168.05,352200
12-03-2019,11231.35,11320.40,11227.00,11301.20,11301.20,391300
13-03-2019,11326.20,11352.30,11276.60,11341.70,11341.70,383000
14-03-2019,11382.50,11383.45,11313.75,11343.25,11343.25,294500
15-03-2019,11376.85,11487.00,11370.80,11426.85,11426.85,463700
18-03-2019,11473.85,11530.15,11412.50,11462.20,11462.20,320300
19-03-2019,11500.30,11543.85,11451.25,11532.40,11532.40,326100
20-03-2019,11553.35,11556.10,11503.10,11521.05,11521.05,366300
22-03-2019,11549.20,11572.80,11434.55,11456.90,11456.90,386200
25-03-2019,11395.65,11395.65,11311.60,11354.25,11354.25,294500
26-03-2019,11375.20,11496.75,11352.45,11483.25,11483.25,282600
27-03-2019,11531.45,11546.20,11413.00,11445.05,11445.05,350400
28-03-2019,11463.65,11588.50,11452.45,11570.00,11570.00,527700
01-04-2019,11665.20,11738.10,11644.75,11669.15,11669.15,379600
02-04-2019,11711.55,11729.35,11655.85,11713.20,11713.20,386100
03-04-2019,11735.30,11761.00,11629.15,11643.95,11643.95,365800
04-04-2019,11660.20,11662.55,11559.20,11598.00,11598.00,349000
05-04-2019,11638.40,11689.65,11609.50,11665.95,11665.95,266700
08-04-2019,11704.35,11710.30,11549.10,11604.50,11604.50,260900
09-04-2019,11612.05,11683.90,11569.70,11671.95,11671.95,300500
10-04-2019,11646.85,11680.05,11571.75,11584.30,11584.30,359900
11-04-2019,11592.55,11606.70,11550.55,11596.70,11596.70,279800
12-04-2019,11612.85,11657.35,11578.80,11643.45,11643.45,246000
15-04-2019,11667.00,11704.60,11648.25,11690.35,11690.35,290000
16-04-2019,11736.20,11810.95,11731.55,11787.15,11787.15,354300
18-04-2019,11856.15,11856.15,11738.50,11752.80,11752.80,339700
22-04-2019,11727.05,11727.05,11583.95,11594.45,11594.45,260400
23-04-2019,11612.95,11645.95,11564.80,11575.95,11575.95,272500
24-04-2019,11601.50,11740.85,11578.85,11726.15,11726.15,335200
25-04-2019,11735.70,11796.75,11624.30,11641.80,11641.80,604400
26-04-2019,11683.75,11762.90,11661.75,11754.65,11754.65,333500
30-04-2019,11748.75,11756.25,11655.90,11748.15,11748.15,532600
02-05-2019,11725.55,11789.30,11699.55,11724.75,11724.75,380300
03-05-2019,11722.60,11770.90,11699.35,11712.25,11712.25,305500
06-05-2019,11605.80,11632.55,11571.35,11598.25,11598.25,299000
07-05-2019,11651.50,11657.05,11484.45,11497.90,11497.90,337500
08-05-2019,11478.70,11479.10,11346.95,11359.45,11359.45,372800
09-05-2019,11322.40,11357.60,11255.05,11301.80,11301.80,373000
10-05-2019,11314.15,11345.80,11251.05,11278.90,11278.90,387300
13-05-2019,11258.70,11300.20,11125.60,11148.20,11148.20,357600
14-05-2019,11151.65,11294.75,11108.30,11222.05,11222.05,398100
15-05-2019,11271.70,11286.80,11136.95,11157.00,11157.00,414200
16-05-2019,11180.35,11281.55,11143.35,11257.10,11257.10,350700
17-05-2019,11261.90,11426.15,11259.85,11407.15,11407.15,412100
20-05-2019,11651.90,11845.20,11591.70,11828.25,11828.25,452100
21-05-2019,11863.65,11883.55,11682.80,11709.10,11709.10,381000
22-05-2019,11727.95,11784.80,11682.40,11737.90,11737.90,355900
23-05-2019,11901.30,12041.15,11614.50,11657.05,11657.05,569000
24-05-2019,11748.00,11859.00,11658.10,11844.10,11844.10,374600
27-05-2019,11855.50,11957.15,11812.40,11924.75,11924.75,348400
28-05-2019,11958.35,11958.55,11864.90,11928.75,11928.75,598300
29-05-2019,11905.80,11931.90,11836.80,11861.10,11861.10,318100
30-05-2019,11865.30,11968.55,11859.40,11945.90,11945.90,421200
31-05-2019,11999.80,12039.25,11829.45,11922.80,11922.80,438900
03-06-2019,11953.75,12103.05,11920.10,12088.55,12088.55,315300
04-06-2019,12052.65,12095.20,12005.85,12021.65,12021.65,289200
06-06-2019,12039.80,12039.80,11830.25,11843.75,11843.75,415200
07-06-2019,11865.20,11897.50,11769.50,11870.65,11870.65,302500
10-06-2019,11934.90,11975.05,11871.75,11922.70,11922.70,303300
11-06-2019,11959.85,12000.35,11904.35,11965.60,11965.60,332200
12-06-2019,11962.45,11962.45,11866.35,11906.20,11906.20,283700
13-06-2019,11873.90,11931.35,11817.05,11914.05,11914.05,447900
14-06-2019,11910.10,11911.85,11797.70,11823.30,11823.30,390300
17-06-2019,11844.00,11844.05,11657.75,11672.15,11672.15,295500
18-06-2019,11677.05,11727.20,11641.15,11691.50,11691.50,365500
19-06-2019,11744.45,11802.50,11625.10,11691.45,11691.45,446900
20-06-2019,11653.65,11843.50,11635.05,11831.75,11831.75,442000
21-06-2019,11827.60,11827.95,11705.10,11724.10,11724.10,468400
24-06-2019,11725.80,11754.00,11670.20,11699.65,11699.65,277600
25-06-2019,11681.00,11814.40,11651.00,11796.45,11796.45,300500
26-06-2019,11768.15,11871.85,11757.55,11847.55,11847.55,327900
27-06-2019,11860.85,11911.15,11821.05,11841.55,11841.55,480200
28-06-2019,11861.15,11871.70,11775.50,11788.85,11788.85,303900
01-07-2019,11839.90,11884.65,11830.80,11865.60,11865.60,278400
02-07-2019,11890.30,11917.45,11814.70,11910.30,11910.30,363200
03-07-2019,11932.15,11945.20,11887.05,11916.75,11916.75,340500
04-07-2019,11928.80,11969.25,11923.65,11946.75,11946.75,333600
05-07-2019,11964.75,11981.75,11797.90,11811.15,11811.15,530700
08-07-2019,11770.40,11771.90,11523.30,11558.60,11558.60,464000
09-07-2019,11531.60,11582.55,11461.00,11555.90,11555.90,442500
10-07-2019,11536.15,11593.70,11475.65,11498.90,11498.90,337600
11-07-2019,11561.45,11599.00,11519.50,11582.90,11582.90,317300
12-07-2019,11601.15,11639.55,11538.60,11552.50,11552.50,359400
15-07-2019,11614.75,11618.40,11532.30,11588.35,11588.35,368800
16-07-2019,11596.65,11670.05,11573.95,11662.60,11662.60,480200
17-07-2019,11670.75,11706.65,11651.15,11687.50,11687.50,464800
